,count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,sentiment,clean_text
4234,14,0,3,0,0,0,0,2,start compet bigger guy like googl checkin pnid sxsw
4235,19,0,3,0,0,0,0,1,slap face link code valid infektd sxsw zomb
4236,16,0,1,1,1,0,0,2,got back door invit googl parti goona network ass sxsw
4237,16,1,1,2,0,0,0,1,rt marissa mayer googl connect digit amp physic world mobil link sxsw
4238,13,0,2,0,0,0,0,1,quot multi touch googl map hotpot event sxsw link
4239,25,1,2,1,1,0,0,2,rt bore keynot sxsw use ipad draw pictur even not good artist link sxswi
4240,12,0,3,0,0,0,0,0,peopl appl store not smell great sxsw hereforwork nottheipad
4241,22,1,3,0,1,0,0,2,sxsw ipad fan get realli excit uniqu design klick sleev model strap
4242,14,0,4,1,1,0,0,2,team android sxsw ûò full parti detail reveal link news austin sxsw teamandroid
4243,18,1,1,1,0,0,0,2,rt holi smoke ipad replac flip cam default video captur devic beauti eleg appl sxsw
4244,21,1,1,1,0,0,0,2,rt lose hour tonight sxsw attende blame microsoft appl get credit fix christma
4245,20,0,1,2,1,0,0,1,wanna know fast cellular signal sxsw get coverag austin io free detail map link
4246,6,0,1,1,0,0,0,2,free android tshirt sxsw link
4247,20,2,1,0,0,0,0,1,help win ipad click like follow pictur parti link thank sxsw
4248,14,0,7,2,0,0,0,1,ogilvi sydney sxsw podcast ep mani hashtag ausxsw link
4249,17,1,2,1,1,0,0,2,rt lustr pearl teamandroidsxsw caus love android geek sxsw link
4250,11,0,2,0,0,0,0,2,week sxsw total ipad envi fb
4251,19,2,1,2,0,0,0,1,rt googl preview major new social servic call googl circl today sxsw link cc
4252,15,2,2,0,0,0,0,1,beyondbroadcast sxsw evapor busi model platform iphon app make tool link
4253,11,0,3,2,0,0,0,2,sxsw appl school market expert link appl jobsco sxsw
4254,17,1,3,1,1,0,0,2,wow rt interrupt regularli schedul sxsw geek program big news link googl circl
4255,30,2,2,2,0,0,0,0,rt best thing heard weekend sxsw quot gave ipad money japan relief need ipad quot
4256,21,0,3,4,0,0,0,1,sxsw go blackberri window phone sxsw go avail iphon ipad andro link sxsw music news
4257,24,1,3,0,1,0,0,1,finish long day readi tomorrow start event end cupcak social sxsw
4258,17,0,1,3,0,0,0,1,btw sxsw appl store sold model vzw amp amp
4259,24,0,1,0,0,0,0,1,dude thought buddi figur put keyboard ipad told netbook guy unconvinc obvious wast sxsw
4260,11,2,1,1,1,0,0,1,austin sxsw link
4261,23,0,2,1,0,0,0,0,ughhh appl store austin domain rain ipad first minut right got ipad sxsw
4262,18,0,2,1,1,0,0,2,anyon know abl find video marissa mayer sxsw present googl
4263,25,1,1,0,1,0,0,2,great weather greet sxsw still need sweater night appl put quot flash store quot downtown sell ipad
4264,19,1,1,2,0,0,0,0,probabl put away rt android parti kinda embarrass iphon sxsw
4265,22,2,2,2,0,0,0,1,rt tip sxsw hashtag search throttl dumb error use googl eg link fsw
4266,16,3,1,2,2,0,0,2,rt yeah love googl chees maggi mae pic link sxsw
4267,21,1,2,0,0,0,0,2,android amp iphon app launch sxsw also keep handi lil devic updat event info link eventseekr
4268,16,0,3,0,0,0,0,2,appl quarter music industri digit sale touchingstori tbwasxsw sxsw
4269,24,0,2,1,0,0,0,3,look like line appl pop store congress ave alreadi end block sxsw stevejobswin
4270,13,2,1,1,1,0,0,2,put gun head give iphon sxsw link
4271,14,0,1,2,0,0,0,1,hope everyon rsvp temporari downtown austin appl store sxsw
4272,28,1,2,1,1,0,0,2,rt sxsw amp want drink free get ask around iphon app find amp join us drink austin
4273,15,0,2,1,0,0,0,1,gingerman gent kilt play ipad nnnneeerrrrddddsss sxsw
4274,19,0,3,1,0,0,0,1,want buy ipad temporari appl store open austin sxsw link
4275,21,1,1,1,0,0,0,1,rt watch guy simultan use laptop ipad forc strong one mmm sxsw
4276,24,0,2,1,0,0,0,1,sxswi place not consid rude text tweet look phone ipad meal convers sxsw
4277,14,1,1,0,1,0,0,2,even begin appl winsåê sxsw link gt gonna get sum via
4278,20,0,1,0,0,0,0,1,kid duck expos chaneva tattoo small back ipad flew right sxsw
4279,18,1,3,2,0,0,0,1,rt spark android teamandroid award sxsw read link
4280,14,2,1,2,0,0,0,1,rt gowalla expect launch groupon like reward sxsw link via
4281,11,0,1,1,0,0,0,1,appl open temporari ipad store handl sxsw demand link
4282,20,4,2,2,0,0,0,1,rt sxsw interact award music categori goe quot wilder downtown quot congrat share win
4283,18,2,5,1,1,0,0,2,week ipad clip join review free sxsw go app link ipad sxswgo
4284,29,0,2,1,1,0,0,1,anoth great review super kaiju hero forc quot joke littl childish judg sinc quot lol iphon sxsw
4285,17,1,2,1,0,0,0,1,find sxswi info get free android phone sxsw
4286,20,0,1,1,3,0,0,1,day sxsw alreadi share photo video ireport link cnn iphon app
4287,20,1,4,1,1,0,0,2,head austin sxsw austin guid iphon free limit time link lp travel
4288,19,0,1,2,0,0,0,0,quot googl mani product need condens quot sxsw fyi nine mobil product
4289,23,2,2,2,1,0,0,2,interview sxsw far cat total agre ur comm appl brand love no word
4290,17,2,2,1,0,0,0,1,rt st billboard articl appl spotifi pandora tech invad austin sxswi link sxsw
4291,19,1,2,2,0,0,0,0,rt slide sxsw talk quot ipad design headach quot link tapworthi realli interest design well
4292,18,0,3,0,0,0,0,1,appl two austin area retail locat anticip gadget ipad sxsw gadget link
4293,25,0,1,0,0,0,0,2,googl art project put famou artwork billion pixel allow zoom amp get entir differ view art sxsw
4294,18,0,1,0,1,0,0,0,iphon ipad feel unequip compar everyon els dang sxsw
4295,18,0,1,0,0,0,0,1,still big line outsid appl pop shop day ipad debut sxsw
4296,21,1,1,1,1,0,0,2,wish listen googl marissa mayer discuss new product includ googl hotpot watch yelp sxsw
4297,17,0,1,2,0,0,0,2,googl bing amp panel like world expens seo consult sxsw
4298,17,0,1,0,0,0,0,1,help sxsw hint charg iphon ipad charger charg time
4299,16,1,1,1,0,0,0,1,rt sam unlock tightasstravel achiev sxsw use googl map transit instruct
4300,26,1,1,0,0,0,0,2,thank jeann sxsw retweet open pop store great way get peopl even excit appl tech
4301,11,1,1,1,0,0,0,2,video playbook action sxsw link ipad still win
4302,16,0,1,0,0,0,0,1,npr fan built first iphon app not affili npr firefight coder sxsw
4303,24,0,1,0,1,0,0,2,nd place fandango karaok st prize yr fandango tkt useless canada nd prize use ipad sxsw
4304,20,1,1,2,1,0,0,1,rt case rabbit forgot home appl open pop store austin sxsw link
4305,23,1,2,1,0,0,0,1,saw go sxsw dwnld groundlink app amp ride austin sxswi link see us booth
4306,22,0,1,0,1,0,0,1,temp appl store th st austin sxsw close night quot stuff say austin cop bar door
4307,22,2,1,2,1,0,0,1,rt rt miss battel interview ipad amp social media last week find video link sxsw
4308,23,0,1,0,0,0,0,2,amus long line temp appl store starbu ck across street peopl seem unpack sxsw
4309,20,4,3,2,0,0,0,1,rt life onlin podcast android secur sxsw dickbar ie amp ipad link lolshow
4310,27,0,1,3,0,0,0,3,mom might call big sxsw power plant cnn googl offchain set trombon shorti pb sad miss rye rey
4311,25,2,2,3,0,0,0,1,rt rt quot googl tweet quot new quot think speak quot mark belinski tweet panel sxsw
4312,21,2,1,3,0,0,0,0,rt rt forward delici mobil austin iphon user struggl anyth sxsw
4313,19,3,1,0,0,0,0,1,awesom meet stand appl queue sxsw yesterday day
4314,25,3,3,3,0,0,0,1,rt rt spill bean next platform flipboard iphon team start work sxflip sxsw sxswi
4315,15,2,1,1,0,0,0,0,rt appl quot classiest fascist compani america quot say sxsw
4316,26,0,1,1,0,0,0,1,abba gotten diss sxsw panel row love music amp api googletv ipad app connect tv experi poor abba
4317,23,0,3,0,1,0,0,1,stupid sxsw find mac game link via ipad amp link
4318,18,2,4,1,2,0,0,2,rt tweethous watch ipad dj rock sxsw check www rana co dotco
4319,14,0,1,0,0,0,0,1,build quot sprout quot new googl map mobil sxsw
4320,16,1,1,1,1,0,0,2,play fave new iphon app wow rock sxsw next week
4321,23,0,1,0,0,0,0,0,consumerist quot worst compani america quot tournament bracket appl pit microsoft first round sxsw
4322,17,3,1,1,1,0,0,1,launch sxsw rt deni social network call circl debut today despit report link
4323,21,2,2,2,0,0,0,2,rt sxsw appl store tonight hand sticker amp coupon dodo case ipad
4324,14,0,6,1,0,0,0,1,googl announc googl circl social network sxsw link seo sem googlecircl topnew
4325,25,1,2,1,0,0,0,0,rt saw someon take pictur ipad first time look ridicul expect sxsw sight
4326,20,2,2,0,1,0,0,2,thank love show us iphon via twitpic share love zazzlesxsw sxsw
4327,20,0,2,0,0,0,0,0,grrr plancast stuff export googl calendar san diego pacif time not shift central tme wack sxsw
4328,13,0,2,0,0,0,0,1,verizon iphon fell back hour instead spring ahead link sxsw tech
4329,9,0,1,1,0,0,0,1,googl test ûïcheck offersû sxsw link
4330,11,0,1,1,1,0,0,1,best pickup line sxsw iphon charger
4331,16,6,1,1,1,0,0,1,said ipad appl store sxsw photo link
4332,20,1,4,3,1,0,0,1,rt make sure donat japanes red cross japan link sxswcare sxsw quak thank
4333,10,0,1,0,0,0,0,2,temporari sxsw appl store appl sneaki usual link
4334,8,0,1,1,0,0,0,2,even begin appl win sxsw link
4335,20,2,1,2,1,0,0,1,yup third app yet android suggest sxsw cc
4336,20,1,4,4,0,0,0,1,rt import make sure donat japanes red cross japan link sxswcare sxsw quak
4337,19,4,1,2,1,0,0,2,rt sxsw want win ipad get case
4338,20,0,4,1,0,0,0,1,ipad loung free daili sxsw recharg devic see art made ipad show åç austin detail link
4339,30,1,1,1,0,0,0,1,amp finish mad dash complet ipad format web app client show sxsw fun
4340,15,0,3,0,1,0,0,1,hootsuit launch new analyt integr facebook googl analyt look good hootsuit sxsw link hootstat
4341,25,1,1,1,0,0,0,2,rt excit sxsw giddi announc music withm android avail android market link
4342,21,1,1,1,0,0,0,1,googl aclu parti colleg friend seen year sxsw magic
4343,23,1,1,1,1,0,0,1,could game improv ecodriv habit rt ûï million mile day driven googl map navig assist quot sxsw
4344,14,0,1,1,0,0,0,1,googl launch major new social network call circl possibl today sxsw link
4345,29,2,1,2,1,0,0,2,ha rt ûï sxsw quot appl come cool technolog no one ever heard go confer quot û
4346,16,1,1,2,0,0,0,1,rt marissa mayer googl connect digit amp physic world mobil link sxsw
4347,22,0,1,4,0,0,0,2,tm litl girl want ipad guess got get one sxsw check appl pop store link
4348,13,0,1,0,0,0,0,1,photo still lineup around block sxsw appl store link
4349,21,0,1,1,0,0,0,0,app distract pub sez khoi vinh instead focus reader exp deliv content way sxsw link
4350,17,0,1,1,3,0,0,2,nerd spazzmat quot parti like quot parti host googl link sxsw
4351,11,2,3,1,0,0,0,1,rt line rob appl ipad sxsw
4352,23,1,2,2,0,0,0,1,rt shoe foot newspap alway chase young reader sxsw young develop pack panel ipad design boomer yourmom
4353,15,1,3,1,0,0,0,1,via sxsw googl bing smackdown bloodi banal link
4354,21,0,1,1,0,0,0,1,wonder front camera back camera use ratio differ btwn ipad iphon sxsw
4355,24,0,1,1,1,0,0,2,still wait someon stop new ipad game prize wait sxsw
4356,19,0,2,1,0,0,0,2,googl reproduc digit way organ consum inform goggl best exampl sxsw marissamey
4357,13,0,1,0,0,0,0,1,gee wonder mani android app updat sxsw
4358,15,0,3,1,1,0,0,1,quoi de neuf sur blogger whatûª new blogger offici googl blog link sxsw
4359,19,1,4,1,0,0,0,1,hashabl rock sxsw new quot cloud quot busi card no iphon android
4360,28,0,1,3,0,0,0,1,everi game app ad sxsw interact guid show either iphon ipad amp amp sxsw two promo show wp amp android
4361,11,1,3,2,0,0,0,1,arriv gsdm amp googl sxsw industri parti
4362,15,1,1,0,0,0,0,2,fast fun amp futur googl present sxsw search local mobil
4363,21,2,2,1,0,0,0,1,sxsw news ûï social import googl screw big launch circu link
4364,16,0,1,1,0,0,0,2,googl miss danc parti lifetim sxsw
4365,17,1,5,1,0,0,0,1,quot googl test ûï checkin offersû sxsw quot link link coupon sq
4366,21,2,3,1,0,0,0,1,also check android amp web group chat whiteboard locat amp imag share app sxsw
4367,17,1,2,2,0,0,0,1,rt gotta fight yr right parti amp privaci aclu googl sxsw partylikeit
4368,13,0,1,0,1,0,0,1,tech interact event ipad app right link sxsw
4369,18,0,1,0,0,0,0,2,chri messina googl drop knowledg web ident come hyatt right move sxsw
4370,22,0,1,0,0,0,0,1,no ipad user get data go download world smallest violin app work sxsw
4371,15,1,2,1,0,0,0,2,rt googl doodl aim bring peopl togeth social promot commun experi sxsw googledoodl
4372,16,1,1,0,0,0,0,1,sxsw rather web larg data set becam valuabl amazon googl adword netflix
4373,23,1,1,0,0,0,0,1,recount batshit insan doubl quot creativ quot ensur quot suck quot googl michael room groupon sxsw
4374,25,1,1,1,0,0,0,1,interview show portfolio amp exampl work ipad amp walk piec borrow must sxsw
4375,22,2,1,3,0,0,0,1,rt get sxsw film red carpet coverag cw austin star mandi dugan group get app link
4376,26,1,1,2,0,0,0,1,rt sxsw tradeshow floor engag multi touch interact wall take part augment realiti enter win ipad
4377,18,2,2,0,1,0,0,2,congrat execut event guid load iphon sxsw sxsw link
4378,12,0,2,1,0,0,0,3,gave extrem temptat sxsw bought ipad impuls
4379,11,0,1,0,0,0,0,1,temporari appl store sxsw line goe around block link
4380,21,1,2,2,0,0,0,1,rt googl map use provid common refer point print fast pace ground reaction arabspr sxsw
4381,19,0,2,2,2,0,0,1,head pop appl store today anyon know time sale start sxsw sxswk
4382,20,0,3,0,0,0,0,1,look cool new iphon twitter app track action sxsw week check link tweetignit
4383,20,1,3,2,2,0,0,2,realli cool rt stop let us make custom iphon case zazzlesxsw sxsw sxswi link link
4384,13,1,2,1,0,0,0,1,rt ûïthe classiest fascist compani existenceû kara swisher sxsw appl
4385,14,0,1,0,0,0,0,1,link line ipad temp appl store austin texa sxsw
4386,15,1,2,1,0,0,0,1,attn sxsw frine regist gdgtlive see cobra iradar android link
4387,23,0,2,0,0,0,0,2,kawasaki quot not lewi level reason appl continu exist evid exist god quot bawl sxsw
4388,10,0,1,0,0,0,0,0,appl pop shop sxsw suck link
4389,19,0,3,1,0,0,0,1,googl possibl releas new social network circl look endors aclu link sxsw sxsw
4390,15,1,1,2,0,0,0,2,ha wow rt appl open temporari ipad store handl sxsw demand link
4391,21,2,2,2,1,1,0,1,rt check rout link rsvp gt sxswi sxsw
4392,22,3,1,2,1,0,0,1,rt need help badass android develop right debug emerg know anyon sxsw
4393,11,1,2,0,0,0,0,1,temporari appl store open th amp congress tomorrow ipad sxsw
4394,12,0,1,0,0,0,0,2,join heav river flow see marissa mayer googl sxsw
4395,12,1,1,0,0,0,0,2,fun interact map googl parti link sxsw
4396,21,0,2,0,0,0,0,1,ipad loung recharg coffe ho ipad art show free daili sxsw th congress åç austin detail link
4397,28,1,3,4,0,0,0,2,rt well forget nfl lockout right gonna focu get shinmi new ipad min sxsw appl make happi nfl not
4398,27,2,1,2,2,0,0,1,not sure iphon recommend app sxsw oh amp follow either wth
4399,19,2,1,0,0,0,0,1,also sxsw iphon use site check
4400,27,0,1,0,0,0,0,2,love macbook ipad iphon sxsw year one run juic jump next
4401,18,2,1,1,0,0,0,2,rt head free googl sponsor happi hour semant web austin fogo de chìáo sxsw
4402,16,0,1,0,0,0,0,1,retweet chanc ad spreadsheet sxsw link
4403,23,1,2,1,0,0,0,2,rt ipad loung recharg coffe ho ipad art show free daili sxsw th congress åç austin detail link
4404,18,0,1,0,1,0,0,2,pop appl store austin week sxsw time ipad ship great time link
4405,22,2,2,1,0,0,0,1,rt learnt googl search jesu star war not much sxsw allhat
4406,15,3,1,1,1,0,0,1,thank make great product great make sxsw parti podcast link
4407,25,0,1,1,1,0,0,1,surpris appl open pop store austin nerd town sxsw get new ipad http link
4408,20,0,2,1,0,0,0,2,wonder appl intent schedul ipad releas coincid sxsw steve job crafti geniu youû
4409,25,0,1,1,1,0,0,2,mani ppl appl product sxsw think head explod messag brought via iphon
4410,20,0,2,2,0,0,0,0,annoy sxsw schedul app bad ui ipad finger fat
4411,7,1,1,0,0,0,0,1,health session sxsw via link
4412,9,0,2,0,0,0,0,2,even begin appl winsåêsxsw link appl sxsw
4413,21,0,2,2,3,0,0,1,gdgtaustin attende havin fun happi sxsw stop way last chanc win ipad
4414,15,2,1,2,0,0,0,1,rt platform concertgo launch android app time sxsw link sxsw
4415,14,0,1,0,1,0,0,1,anyon sxsw know appl sell ipad
4416,9,0,1,1,0,0,0,1,googl session wait marissa mayer sxsw
4417,26,1,2,1,0,0,0,2,rt googl talk quot topic reput quot search rank sure saw bing write note qagb sxsw
4418,21,0,1,0,0,0,0,2,brand focus purpos not object surviv amp succeed googl not search use info nike not sneaker perform sxsw
4419,15,1,1,2,0,0,0,3,comprando mi ipad en el sxsw appl store sxsw other link
4420,18,1,1,1,0,0,0,1,appl store get anoth mention link rt sxsw downtown austin appl store congress amp west th street
4421,15,2,4,2,1,0,0,2,rt need workspac book iphon link app sxsw virtualoffic
4422,15,0,1,1,1,0,0,2,link coinsid sound like good strategi wish could go sxsw
4423,20,1,1,0,2,0,0,1,googl circl ûï googl launch major new social network call circl possibl today link sxswû
4424,10,0,1,1,0,0,0,1,appl open sxsw pop store austin tx link
4425,20,2,1,1,1,0,0,1,parti without doubt best parti ever sxsw well done
4426,8,0,1,0,0,0,0,1,googl map usag mobil sxsw
4427,21,0,1,1,1,0,0,2,ning amp mobil roadi thrill offer unoffici sxsw insid guid iphon fun austin link
4428,20,1,6,1,1,0,0,1,rt win ipad bizgym video clipcon see intro reel link sxsw suasxsw sxswaccel ceokidschat entrepreneur smallbiz
4429,18,1,5,1,0,0,0,1,new ipad app speechtherapi commun showcas sxsw confer link iear edchat asd
4430,16,1,1,0,0,0,0,1,marissa mayer googl connect digit amp physic world mobil link sxsw via
4431,12,1,1,1,1,0,0,1,hey jen hear googl circl sxsw
4432,18,1,2,1,0,0,0,1,use googl chrome develop tool point javascript consol extens api killerhack sxsw
4433,13,0,1,0,0,0,0,2,updat head appl store buy ipad sxsw
4434,8,0,1,0,0,0,0,1,temporari appl store sxsw huge line link
4435,14,0,1,0,0,0,0,1,googl launch major new social network call circl possibl today sxsw link
4436,19,1,2,1,0,0,0,2,sxsw googl tv thank googl tv watch guy live livingû link
4437,14,1,1,0,2,0,0,1,content curat publish aggreg content effect googl savvi audienc sxsw
4438,16,0,1,0,0,0,0,1,behaviour diff lot phone call use ipad laptop notsomuch mobil internet sxsw
4439,23,1,3,1,2,0,0,1,rt hi accident took ipad techi set pepsicostag would pleas return sxsw link
4440,18,0,2,1,0,0,0,1,japan sxsw put collect entrepreneuri social mind ipad togeth someth japan
4441,22,2,1,4,0,0,0,1,rt uh oh rt left white iphon cab austin sxsw internet pleas help
4442,22,0,2,0,0,0,0,2,googl earth engin provid tech indigen tribe report status forest like saveustechi sxsw
4443,22,1,2,2,0,0,0,1,sad face rt not launch product sxsw join us hcker amp danc today link
4444,19,0,2,1,0,0,0,1,mike tyson sign autograph promot iphon box game oh mighti fallen sxswi sxsw
4445,20,0,3,2,0,0,0,1,meet guy bought first ipad sxsw appl pop store link appl ipad sxsw
4446,23,2,3,1,0,0,0,1,ye rumor true come play ipad booth sxsw exhibit hall ipad ipad via
4447,22,0,2,0,0,0,0,1,strang mix tweet ipad spammer sxsw regular life togeth pacif rim rock near nuclear disast not comput
4448,27,1,1,1,0,0,0,2,rt love sxsw quot appl come cool technolog no one ever heard go confer quot
4449,16,1,1,1,0,0,0,1,rt marissa mayer googl connect digit amp physic world mobil link sxsw
4450,17,1,1,0,1,0,0,1,excit flipboard sxsw swag also rig ipad giveaway work
4451,15,0,1,0,3,0,0,0,yea anoth googl product avail googl app yet googl hotpot sxsw
4452,18,1,1,0,0,0,0,1,no surpris ûï googl launch major new social network call circl possibl today link sxswû
4453,20,2,2,3,0,0,0,2,rt retir wine librari tv move onto daili grape get app yr iphon thankyouecon sxsw
4454,19,0,2,1,2,0,0,2,want make sxsw film fun download filmast app link check screen amp get privat recommend
4455,16,1,1,0,0,0,0,2,sxsw googl connect digit amp physic world mobil link link
4456,27,0,2,1,1,0,0,1,good morn sxsw stand line ipad today still ipad sale gb wifi fb
4457,14,0,2,0,0,0,0,1,quot design digit magazin ipad quot keynot sxsw start
4458,29,1,1,3,0,0,0,2,rt first person stop booth sxsw amp show ipad run one app win free snakeheead tee shirt sxsw
4459,23,0,1,0,0,0,0,0,thought quot social quot get overblown sxsw googl may announc quot circl quot today link
4460,11,2,1,1,0,0,0,3,yeah googl noth us sxsw
4461,24,0,2,1,1,0,0,0,jeez guy dunno appl pop gold gym realiz un job aesthet sxsw appl
4462,19,0,2,1,0,0,0,1,wikitud layar flar tool argon googl goggl augment realiti browser tool amp app check sxsw eduar
4463,16,1,1,2,1,0,0,2,time late night ipad purchas sxsw appl store sxsw other link
4464,16,4,1,1,0,0,0,1,rt launch major new social network call circl link sxsw
4465,19,1,1,0,1,0,0,2,new android great wait use sxsw
4466,19,0,1,2,0,0,0,1,funni psfk session sponsor microsoft talk appl sxsw
4467,22,1,3,2,3,0,0,0,dissapoint rt new ubersoci iphon app store includ uberguid sxsw sponsor contû
4468,20,1,1,2,0,0,0,1,existenti googl mt ûïcontextu discoveryû demo histori time search refin result sxsw
4469,13,1,1,1,0,0,0,1,ye rt appl store downtown austin open til midnight sxsw
4470,21,1,1,9,4,0,0,1,rt worri guy found iphon charger deal hipster beard right sxsw
4471,22,0,1,1,0,0,0,2,gotta admit appl pop shop thing sxsw pretti brilliant someon aapl know
4472,11,0,1,0,0,0,0,0,guess everyon want design ipad app mom sxsw
4473,20,1,4,2,0,0,0,1,å«ð rt new ubersoci iphon app store includ uberguid sxsw sponsor mashabl
4474,27,0,1,0,1,0,0,2,googl mayer googl map rout around featur save yr drive time everi day miss amount ga save anyon sxsw
4475,15,0,1,1,0,0,0,3,realiz iphon gonna go nut foursquar gowalla updat sxsw
4476,21,0,1,1,0,0,0,0,googl brain apolog randi ad pop search result algorithm skew weekend randi queri sxsw attende
4477,17,2,3,2,0,0,0,1,rt rt marissa mayer googl connect digit amp physic world mobil link sxsw
4478,22,1,1,1,1,0,0,1,mr googl recommend submit articl bank seo strategi link not big fan sxsw
4479,23,2,1,3,0,0,0,2,rt googl quot product gatekeep quot marissa mayer locat base quot fast fun futur quot link ht sxsw
4480,27,2,1,1,0,0,0,2,yup rt sxsw quot appl come cool technolog no one ever heard go confer quot
4481,18,0,3,0,0,0,0,1,curfew damn link code valid infektd sxsw zlf
4482,11,0,2,0,0,0,0,3,say googl got drunk sxsw hcker
4483,10,0,2,0,0,0,0,1,everyon iphon beer everyon sxswi sxsw
4484,22,3,2,1,0,0,0,1,not rumor appl open popup store sxsw ipad launch link via
4485,10,0,1,1,0,0,0,1,appl brought water ipad line sxsw
4486,18,0,1,0,0,0,0,2,realli bad person could stolen guy ipad say sxsw
4487,12,0,1,0,0,0,0,2,googl tip launch social network today sxsw call circl link
4488,17,1,1,2,0,0,0,1,retail head sxsw month check googl sxsw twitter presenc sxsw
4489,18,0,4,1,0,0,0,2,technolog sxsw appl school market expert thousand town demonstr social link tech
4490,17,0,2,2,0,0,0,1,nativ app ipad etc access design guidelin wcag still appli poursit sxsw
4491,12,1,3,0,0,0,0,0,talk sxsw mistak build netflix iphon app
4492,19,0,1,0,0,0,0,3,geez sxsw peopl eat anoth line outsid appl store ipad austin link
4493,19,0,1,2,1,0,0,2,huge shout gsdm amp googl kick ass parti tonight unbeliev time sxsw
4494,14,1,2,2,0,0,0,2,rt imagin everi compani concept like googl bavcid sxsw
4495,20,0,2,0,0,0,0,3,sxsw line buy ipad tomorrow notwin
4496,21,1,1,1,1,0,0,2,feel buzz rt googl launch major new social network call circl possibl today link sxsw
4497,16,1,1,1,0,0,0,1,time switch iphon zip sxsw chatter
4498,18,1,1,2,0,0,0,1,rt lt minut line ipad temporari appl store sxsw cst
4499,20,0,1,0,1,0,0,1,nice sxsw peopl want suggest get pre paid microsim ipad downtown austin
4500,25,0,1,1,0,0,0,2,today last day appl pop sxsw vacat start tomorrow great experi
4501,23,0,1,2,1,0,0,1,sxsw ppl see bargain appl booth tryna bargain call girl backpag sxsw
4502,21,0,2,1,0,0,0,1,shoe foot newspap alway chase young reader sxsw young develop pack panel ipad design boomer yourmom
4503,25,0,2,0,0,0,0,2,regret bring ipad sxsw see lot time would use especi batteri life woop
4504,19,0,1,0,0,0,0,1,marissa mayer demonstr googl art project take museum tour without leav home art mass sxsw
4505,21,2,1,2,1,0,0,2,sweet rt open temporari store downtown austin sxsw ipad launch link
4506,9,0,2,1,0,0,0,1,appl open pop shop sxsw link
4507,16,0,2,1,0,0,0,2,check sxsw appl store line way man line long toolongform
4508,24,0,3,1,0,0,0,2,love get ipad appl store pop downtown tomorrow lack patienc sxsw douchebaggeri
4509,24,1,3,0,1,0,0,2,christian ipad iphon dev want talk sxsw mayb wk togeth cool app
4510,17,2,1,1,0,0,0,1,appl gotta take advantag hipster head sxsw somehow
4511,16,1,2,2,0,0,0,2,rt facebook killer googl circl announc sxsw interact festiv link googl sxsw
4512,24,1,1,2,0,0,0,2,better get line rt appl open temp store downtown austin sxsw amp ipad launch link
4513,14,0,2,1,0,0,0,1,appl set open popup shop core sxsw action link sxsw appl
4514,10,0,1,0,0,0,0,2,appl pop store sxsw no joke
4515,24,2,2,3,0,0,0,1,rt rt give away ipad sxsw mapper entri amazingli easi detail link
4516,25,1,1,2,1,0,0,0,rt overload info deliv googl kill discoveri googl say ppl lose curios wonder need serendip sxsw
4517,27,0,4,3,1,0,0,1,rt love lt gt hey austin know littl iphon android love music amp wanna make hour sxsw pleas let know hey
4518,13,0,1,2,1,0,0,2,verizon iphon sxsw bar babi suck amp
4519,26,2,1,2,0,0,0,2,rt sxsw present demonstr paus video new video player pick spot ipad app
4520,10,1,1,1,0,0,0,2,rt googl map use mobil sxsw
4521,15,0,2,0,0,0,0,2,papa sangr immers audio game iphon free today highli recommend papasangr sxsw
4522,12,0,1,0,0,0,0,2,line appl pop store sxsw squeal link
4523,24,0,1,1,0,0,0,2,iron tee usurp ipad hipster geek start chic fashion item year sxsw
4524,26,0,1,0,2,0,0,0,anyon els iphon get quot could not activ cellular data network quot error messag warn sxsw thing come
4525,19,2,3,2,0,0,0,2,gt rt new ubersoci iphon app store includ uberguid sxsw cont link
4526,18,2,1,2,1,0,0,3,sxsw say play nfc next gen devic nexu iphon next
4527,8,0,2,1,0,0,0,1,excel present digit magazin link touchingstori sxsw
4528,22,1,3,1,0,0,0,1,free ipad loung open daili sxsw serv art made ipad local art free coffe austin detail link photo
4529,24,1,2,2,0,0,0,1,rt not rumor appl open temporari store downtown austin sxsw ipad launch link
4530,17,0,3,1,1,0,0,1,mani use appl caus no one use window voluntarili kawasaki thisisdar sxsw
4531,23,0,2,1,0,0,0,1,spot lot ipad wild sxsw start sell pm yesterday
4532,18,3,2,0,0,0,0,1,hear workin hard appl must payin plenti sxsw link
4533,8,0,1,1,0,0,0,1,googl preview updat blogger interfac sxsw link
4534,11,1,1,2,0,0,0,2,sound fantast rt googl parti awesom sxsw
4535,19,0,4,0,2,0,0,1,go check appl pop shop sxsw sxswi let us know link ipad
4536,13,1,1,0,0,0,0,1,nah travel sxsw call appl guy
4537,15,0,1,1,0,0,0,1,flight sf austin fill googl tshirt youtub fleec sxsw
4538,16,0,1,1,1,0,0,2,connect bluetooth keyboard iphon hello fast blog sxsw
4539,26,1,2,0,0,0,0,1,say ipad go ubiquit lot faster anyon expect year even mo ago newsapp sxsw
4540,13,0,7,0,0,0,0,2,googl save driver time fuel link seo sem googlemap mobil topnew sxsw
4541,26,0,1,0,1,0,0,2,need buy ipad austin sxsw not sure need austin appl store
4542,21,1,2,0,1,0,0,1,good design mean get simpl talk text way impact healthcar africa forget iphon amhealth sxsw
